"date","username","comment","rating","sentiment"
"7/16/2022","a*****_","Tekstur lembut,  baik, Cocok Untuk kulit, Terimakasih barangnya sudah sampai dgn cepat packingan rapih dn cpt pengirimannya.smg cocok di kulitku","5","Positive"
"12/30/2022","y*****h","bagus, Cocok Untuk all skin seperti nya, Tekstur cair, Suncreen nya gak dalam kotak sih langsung botolnya aja dalam packingan","5","Positive"
"1/17/2023","ginasultanpirates","Tekstur lembut, baik, Cocok Untuk kulit berjerawat, Teksturnya ringan.cepet meresap ga mau Pindah sunscrean soalnya lagi ngambek an Kulit wajah nya","5","Positive"
"11/15/2021","p*****e","cepat meresap, gell Barangnya original, pengiriman cepat, syang kotaknya kebuka disamping kiri 2""nya, semoga bisa lebih rapi lagi ya..","4","Neutral"
"3/29/2022","f*****u","Tekstur krim gel, cpt di serap, bikin cerah, Langsung beli 2 dong.. eh ternyata di pakai enak cocok sama  kulitku yg sensitiv. Pokoknya the best banget deh","5","Positive"
"11/10/2022","c*****g","Cocok Untuk kulit kusam,beruntusan,jerawat,dan berminyak, Tekstur gel, hahaha gatau lagi aku udah pake 7 jar sunscreen azarine, saking cocok nya pake azarine ,ga ngerti lagiii ðŸ˜­ðŸ’™ cepet ngeresap, gabikin muka kusam trs juga gampang di apply ke muka, terimakasihh barangnya sudah sampe dgn selamat.","5","Positive"
"4/7/2022","m*****s","Tekstur gel, cepat menyerap, bagus, Saya suka azarine ini krna pas dipake itu terasa ringan dan cepat menyerap.","5","Positive"
"6/12/2022","e*****i","nice, Cocok Untuk semua jenis kulit, Tekstur gel, Mantap. Kualitas produk baik. Produk original. Harga produk baik. Respon penjual baik. Packing baik dan aman. Kecepatan pengiriman baik.","5","Positive"
"7/13/2022","b*****4","Sunscreen azarine bagus banget rekomenn terksturnya gel cepet meresap ke kulit bagus banget","5","Positive"
"5/15/2022","i*****0","Tekstur lembut, Daya serap cepat, mantab, Sebelum keluar rmh dan rutinitas wajib pake ini dlu.. biar no no dakocan kena matahari.. thanks seller..","5","Neutral"
"1/12/2022","farlisyazhafarinafildzah","Dingin, Meresap, Bagus, Kedua kalinya pake sunscreen dari azarine. Bagus banget, awalnya di rekomendasikan temen eh bener bagusnya. Daya serap nya cepet, bikin kenyal di wajah jg.","5","Positive"
"11/15/2022","l*****0","Tekstur lembut, Performa baik, Cocok Untuk saya, Sudah repurchase kesekian kali, suka sama sunscreennya krn tidak lengket dan berminyak, thank you","5","Positive"
"9/15/2022","shofwafaya","good, Cocok Untuk kulitku kering. masih nyoba, Packaging aman, pengiriman cepat. Saangat cepat. Sat set sat set jos kali ini tim packagingnya.semoga cocok ya","5","Positive"
"2/3/2022","l*****a","Tekstur ringan enak banget, Daya serap cepet bnget, pokoknya mantulityyy poll, Packing nya aman datang nya cepet, respon tokonya cepet banget, sukaaa banget aku","5","Positive"
"1/17/2023","t*****a","Tekstur Lembut, mudah meresap di kulit, ringan, Performa OK, Cocok Untuk segala jenis kulit, Pembelian berulang ini. SUKA bgt sama produk ini!â˜ºï¸_x008f_","5","Positive"
"3/27/2022","m*****7","Tekstur ringan, Daya serap lumayan lama tpi it's oke, Efektivitas melindungi kulit dari bahaya sinar matahari, bagus, Repurchase yg kesekian kalinya karna sebagus itu
Abis pake sunscreen nya jgn lupa double cleansing biar gk bruntusan dan dampak buruk lainnya krna muka gk bersih
Overall bagus always bagus sihh, mantap azarine","5","Positive"
"10/23/2022","tamican97","Tekstur gel, baik, Cocok Untuk wajah, Bagus, ori, saya pernah beli d toko yg bukan official, tidak ad perbedaan dari segi kemasan, bahkan ada barcodeny juga, beda nya tekstur gel nya putih sedikit padat dan lama menyerap dikulit. Hati2 yg beli ditoko selain official azarine.","5","Positive"
"8/12/2022","n*****k","Tekstur watery, bagus, Cocok Untuk semua jenis kulit, Tidak lengket, cepat menyerap tapi kurang oil control. Packing rapi, pengiriman cepat, harga terjangkau dan kualitas bagus.","5","Positive"
"12/16/2022","menikwidanadiva","Barang bagus sesuai pesanan, tidak cacat. Suka banget sama tekstur nya, terus juga gampang meresap dan ngga meninggalkan kesan berminyak tapi tetep lembab. Pengiriman cepat, packing rapi.","5","Positive"
"11/28/2021","n*****1","Daya Serap cepat, lembut, bagus, gatau udah berapa kali order, pokoknya secinta itu sama SS nya azarine, pengirimannya juga cepettt","5","Neutral"
"4/24/2022","nadia.ardiningrum03","Daya serap baik, gak bikin whitecast, Efektivitas Ok, Box nya agak rusak.. mungkin rusak diperjalanan tapi sunscreen nya gak yg rusak, aman.","5","Neutral"
"4/8/2022","dewiarsenio17","Daya serap cepat, Sudah sampai dengan selamat sunscreenn kecintaan.. cepat meresap.. nggak bikin kusam.. bikin lembab juga.. packing rapi.. pengiriman cepat.. makasih.. nanti habis beli lagi..","5","Positive"
"4/28/2022","c*****s","Efektivitas ringan di kulit dan tidak membuat kusam, Tekstur gel, Daya serap cepat, Selalu suka sama sunscreen azarine, mudah diserap dan ringan","5","Positive"
"10/28/2021","yuniasuwanti","ok, Alhamdulillah pesanan sudah sampai..pengiriman dan pengemasan cepat...produk ok..terima kasih seller and shopeee","5","Neutral"
"12/19/2022","nurridha0724","Tekstur cream, Performa ok, Cocok Untuk dewasa, Packing rapi tapi kalau bisa produk nya di bungkus bubbleweb lagi agar lebih aman. Thanks seller selalu amanah ya","5","Positive"
"10/19/2021","m*****8","Tekstur tidak lengket, Kali kedua beli produk ini, luv","5","Neutral"
"3/25/2022","arindaprmdt","cepat menyerap, mudah meresap kekulit, Tekstur gel, Akhirnya nyampe juga sunscreennya. Secocok dan sebagus itu pake sunscreen azarine","5","Neutral"
"8/15/2022","h*****3","Cocok Untuk semut jenis kulit, Tekstur gel, 2kali beli di toko ini, SS nya tuhh bener2 bagus gitu. Cepat nyerep jugaa. Trus gak lengket samsek","5","Positive"
"1/23/2023","yana_ariasti","bagus banget, Cocok Untuk oily skin, Tekstur gel, Cocok banget pake sunscreen ini, pokoknya yg mau glowing jangan malas n jangan lupa re apply pake sunscreen nya, krn sinar UV itu jahat banget...","5","Positive"
"1/22/2022","arumnovia_1","gel, Daya serap cepat, good, Ringan bgt dipakai, ga buat berminyak, aman juga untuk kulit yang rada sensitif
Worth it bangettt","5","Positive"
"4/7/2022","diananafisah2106","gel, cepat meresap cepat dengan baik, Bagus banget produknya.. Baru sekali pake langsung jatuh cinta...bakalan langganan ","5","Positive"
"4/20/2022","f*****1","Kualitasnya produknya memang sesuai dideskripsikan. Packagingnya rapih. Produk original dan harga sesuai dengan kualitas yang terkandung dalam produk ini.","5","Positive"
"10/22/2021","v*****n","aku coba ditangan kok lama yaa:v, belum di cobaa, Kemasan nya kok gemesin yaa. Semoga cocok deh, biar jadi pelanggan setia azarine","4","Positive"
"4/25/2022","s*****a","ringan, cepat meresap, tidak meninggal bekas, gel ringan, Sunscreen favorite karena teksturnya ringan, cepat meresap, tidak berat dipakainya dimuka, harganya murah","5","Positive"
"9/29/2022","n*****_","sudah sampai sesuai pesanan, kecepatan pengirimannya masih oke, untuk azarinenya sendiri aku udah pake dari lama dan bagus juga, teksturnya ringan jadi nyaman, dan packing nya juga aman, tapi kayaknya ini isinya ga sebanyak tempatnya ya ehehehe, terimakasih","5","Positive"
"1/18/2022","ajeng20792","bagus lumayan melindungi, Tekstur kental tapi ringan, Daya serap cepat banget, Produk bagus cepat meresap ringan kyk gak pake apaÂ² wangi normal tidak mengganggu, packing agak lama, aman , produk original, aman untuk kulit berminyak","5","Positive"
"7/6/2023","r*****m","Pesanan diterima dalam kondisi baik, produk lengkap tidak ada yg kurang, produk original, masa expired produk jg panjang, pengemasan dan pengiriman cepat... Terima kasih ","5","Neutral"
"8/18/2022","nidafal","Paket sudah sampai. Baru tau sekarang ss azarine ga dipakein box lagi ya hehe. Gapapa yang penting barangnya aman. Expired juga masih lama. Terima kasih.","5","Neutral"
"11/9/2022","d*****f","Tekstur gel ringan, cepat meresap, Cocok Untuk muka berminyak, acne prone, Gapernah mo ganti sunscreen merek lain. Udah murce trus paling cocok di muka ku ya udah azarine!","5","Positive"
"10/16/2021","njnrkrmsyfl","Daya Serap Cepet, Tekstur Semi gel? Ngaruh banget, Cepet banget abisnya, setiap mau beli selalu kehabisan stock. Beli di platform mana pun selalu out of stock. Alhamdulillah sekarang kebagian. Suka banget sama sunscreen ini, nyerepnya cepet. Terima kasih! Btw ini cepet banget pengirimannya","5","Positive"
"9/24/2022","a*****5","cair, baik, Cocok Untuk kulit wajah, Paketan sudah sampai dengan kondisi baik.
Pengiriman sangat cepat, pengemasan rapi, safety + bubble wrap. Paketan sesuai pesanan. Makasih seller semoga semakin lancar. Kurir juga ramahðŸ™_x008f_","5","Positive"
"1/11/2022","dwiarie275","lembut, cepat menyerap, sesuai, Pengiriman cepat, produk original, paket twins harga jd lebih murah,  harga sesuai dengan kualitas, pengemasan baik","4","Positive"
"1/4/2023","f*****1","gel, bagus, Cocok Untuk kulit berminyak, Kondisi barang bagus ga cacat sama sekali, udah order ke sekian kalinya, next bakal order lagi disini","5","Positive"
"5/29/2022","a*****a","kental, bagus, Cocok aja gtu d muka q smoga ad pket yg lebih murah gtu, kayak beli 5 hrga brp yg pnting murah tapi kualitas oke lah","5","Positive"
"7/17/2022","w*****y","Tekstur cream, oke, Cocok Untuk kuliy berminyak, Sunscreen ternyaman dan ter-affordable. Proudly say this is local product! No white cast, not greasy at all. Will definitelly repurchase.","5","Neutral"
"9/13/2022","s*****t","Performa bagus, Cocok Untuk semua kulit, Udah lamaa pakak azarinee, worth it si, di wjh aku yg berminyak ini juga cocok, hasilnya ga berminyak, bagus!","5","Neutral"
"7/5/2022","h*****i","Tekstur ok, Performa ok, Udah lama bgt pake produk dari azarine satu ini emg se bagus itu sunscreen ny gprnh Gonta ganti yg lain sllu pakai ini","5","Positive"
"11/13/2022","a*****a","mantap, baik, Cocok Untuk kulit sensitif, Wuhuyy mantap sekali sunscreen nya","5","Positive"
"3/29/2022","f*****w","gel cair ringan, Daya serap lumayan cepet tapi ga cepet banget, ringan di wajah, Ada yang tau kah fungsi pin di bawah qr buat apa ya","5","Positive"
"3/9/2022","aeniv","Daya serap cepat, baik dan aman, Alhamdulillah terimaksih barang sudah diterima dengan baik","5","Positive"
"1/21/2022","f*****a","gel sunscreen, menyerap dengan cepat di mukaku, ngaruh sih lumayan utk menghindari sinar paparan matahari lgsg ke muka","5","Positive"
"12/13/2021","m*****7","Pertama kali beli azarine kardusnya smpe penyok parah gitu, untung aja barang di dalemnya aman. Udh repurchase yg kesekian kalinya, karna ini bagus banget, cocok dimuka aku yg oily, ringan dan gk bikin kusam","5","Positive"
"1/4/2023","hafizhahzahra","padat, melindungi kulit, Cocok Untuk semua jenis kulit, Pesanan sesuai, harga terjangkau dan kualitas produk original. Pengemasan okey dan pengiriman juga sesuai estimasi. Exp date juga aman masih lama. Tengyu seller.","5","Positive"
"1/30/2022","senni12345","gel, bagus, Baru pertama kali beli dan suka banget astagaa ini sunscreen cepat kering jadi bgus banget tekstur gel mudah di aplikasikan","5","Positive"
"6/7/2022","dheaasilviaa","Daya serap oke Barang sampai dengan aman dan sesuai pesanan, harga oke, kualitas oke, repeat order di toko ini karna pernah beli di toko lain palsu","5","Positive"
"9/6/2022","f*****4","Cocok Untuk semua kulit, repurchase azarine ss kesekian kali karena emg sebagus itu, pengiriman cepat dan aman, packing juga aman, thanks azarine
st kombinasi pake ini cocok di aku","5","Positive"
"4/28/2022","p*****x","Tekstur gel, serap:cepat, cocok utk oily skin","5","Neutral"
"8/1/2023","c*****a","Wangi:tidak ada wangi""an menyengat soft banget. Profil Kecantikan:semua jenis deh karena cpt bgt nyerap nya. Manfaat:moisturazer, spf supaya terlindungi dr sinar UV. Bagus bgt enak diblend tidak lengket cepat menyerap bikin kulit kenyal walaupun manfaat utamanya tabir surya","5","Positive"
"3/23/2022","nitavpan","ok, mantul, keren. Kualitas sunscreen ini sangat mujarab. Seperti mosturizer deh. Cepat menyerap. Packaging juga aman sampai dengab selamat. Thankyou","5","Positive"
"2/6/2022","amelianayu29","Daya serap cepat, lembab, gel to watery, Bener bener mantull sunscreen dari Azarine product ter the best yg pernah saya temuinn, Bismillah mudah2an dikirimin satu kardussssss","5","Neutral"
"12/21/2022","t*****m","sangat baik, sunscreen, Akhirnya dateng juga setelah hampir sebulan, Barang aman, selalu segel dan pastinya, Suka sama sunscreen ini soalnya dipakenya enteng, gampang diratain en nggak bikin kulit tambah berminyak ","5","Positive"
"4/2/2022","r*****_","Tekstur Gel gitu, Daya serap bagus banged, Cucok, Alhamdulillah Brg sesuai yaa, terimakasih utk seller ama kurir moga tetap amanah yakðŸ˜š aku emg udh sukak ama sunscreen azarine dia ringan bgd dimukaku trus cepet menyerap juga ehe, Berkah slalu ya","5","Positive"
"3/2/2022","i*****a","good, Produk sampai dengan selamat. Pengiriman cepat. Packing rapi. Semoga awet dan cocok.","5","Neutral"
"1/28/2022","dinarosdian27","cepat, bagus, Produk sudah tiba dgn aman dan selamat, ke 2 kalinya beli sunscreen Azarine twin pack, nyaman d kulit bener ringan","5","Positive"
"1/26/2023","r*****l","Cocok Untuk cenderung oily skin, gel mudah menyerap, baik, Finishnya di kulitku itu matte, nggak sumuk kalo pas cuaca panas ini sih bikin suka bgtt","4","Positive"
"10/24/2021","yiskekemutiar","Daya Serap sangat baik, sangat baik, No white cast, mudah menyerap wanginya enak. Andalan for beat the sun","5","Positive"
"12/14/2021","galerychisa","Daya serap bagus, lembut, cakep, Pernah sekali beli ini, eh nagih bangett. Teksturnya mudah diblend, ringan gampang menyerap .","5","Positive"
"9/13/2022","v*****s","Tekstur agak cair, ok, Cocok Untuk semua jenis kulit, Teksturnya agak cair dan cepat meresap. Di aku sih ini cocok ya, dan uda beli kedua kalinya, lgsg twin pack","5","Positive"
"3/19/2022","d*****7","ringan dipake dan tidak berminyak beda dari sunscreen yang lain, cepat menyerap, semoga baguszsssss, Sangat suka produk ini","5","Neutral"
"12/5/2021","d*****z","Daya serap cepat, Tekstur creamy, bagus, sunscreen ter ringan gabikin kusam, pokonya the besttt gatau udah brp kali repurchase","5","Positive"
"8/14/2023","l*****i","Packing aman. Pemesanan 08 Agu sampai 14 Agu. Produk ada hologram nya, seal di dalam tutup botol masih tersegel, expired date bulan 07, 2026. Pertama kali coba azarine semoga cocok. Terima kasih.","5","Neutral"
"4/26/2022","komang_suartini","Tekstur gel, Daya serap cepat, baik, Pengemasan baik dgn dus dan rapi, Pengiriman juga cepat padhal lagi diskon tapi tetep ga lama dan sesuai ekspektasi. Terimakasih","5","Positive"
"2/24/2022","k*****a","gel, cepat, okeThankyou yaa, suka banget sama azarine karena spfnya tinggi, fungal acne, isinya banyak dan murce","5","Positive"
"1/5/2023","n*****b","cairr, baguss, Cocok Untuk semua jenis kulitt, ini suncreen nya bagus banget, worth it, harga nya murah, pengiriman nya cepat","5","Positive"
"3/10/2022","astrichoiruni","Tekstur lembut. barang tiba dengan aman. tidak tumpah. ada segelnya juga jadi aman. good","5","Neutral"
"2/24/2022","naura.fortuna","belum dicoba, Pengemasan dan pengiriman sangat baik, expiry datenya juga masih lama. Semoga cocok dengan kulit saya, terima kasih seller","5","Positive"
"12/14/2021","a*****2","gel, Daya serap butuh waktu, cocok untuk oily, Dapat flash sale 12.12 . Cocok bgt sama ss azarine ini . Finish nya matte di kulit ku yg kombinasi cenderung oily . Pengiriman jg cepat","5","Positive"
"4/27/2022","shxxbi31","creamy to gel, Daya serap cepat, lumayan untuk daily use di rumah aja atau ga terpapar sinar matahari secara langsung. Kalo ga salah inget, ini udh pembelian ke tujuh alias udah abis hampir 10 tubes ss azarine. Pertimbangan utama ak repurchase terus krn dia terjangkau bgt dan ingredientsnya sensitive skin friendly. Tp jujur blm prnag pake buat panas""an di bawah matahari bgt soalnya wfh terus. Over all suka bgt sih","5","Positive"
"3/3/2022","utaminainggolan","baik, terbaik, Gk ngerti lagi sunscreen azarine terbaik,cpet nyerep gk white case gk berat top lah","5","Neutral"
"10/17/2022","k*****0","kental, baik, Cocok Untuk kulit berminyak","5","Neutral"
"3/13/2022","n*****a","lembut dan dingin, Daya serap tinggi sekali, baik, Pengiriman cepat dan pengemasan baik menggunakan bubble wrap. Pas dipakai enak, dingin, cepat kering karena daya serap tinggi. Seperti pakai lidah buaya","5","Positive"
"12/4/2022","hendrapri1986","ok, Cocok Untuk semua, Barang diterima dalam keadaan yang baik dan cukup. Semua ok packing rapi, preorder dulu sekitar 2 minggu. Tapi Overall good n oke.. Terima kasih..","5","Positive"
"3/17/2022","a*****a","Daya serap lumayan cepat, Salah satu kardusnya penyok, mungkin karena kelamaan di ekspedisi. Tapi isinya aman. Terimakasih..","5","Positive"
"11/15/2022","e*****a","Tekstur ringan mudah menyerap, bagusss, tidak ada whitecast, Cocok Untuk semua jenis kulit, terutama oily/acne prone. Sukakkkk bgt sama sunscreen ini huhu dari jaman kemasan lama sampe baru yg ada scan barcodenya, Bakalan nyetok terus sih kalo sama sunscreen yg satu ini, ga bikin wajahku kusam/berminyak malah bikin segar di wajah pas lg reapply sunscreennya. Secinta itu sampe berbulan2 stok sunscreen Azarine","5","Positive"
"12/16/2022","d*****p","lembut, kureng, belom dicobaa, Tencuuu sudah datanggg","5","Positive"
"3/2/2022","z*****3","Daya serap cepet sii, Sunscreen yg rekomen banget, buat harga segitu rekomen lah yaa, cocok buat kulit yg bruntusan jerawatan sensitif gitu","5","Positive"
"1/7/2022","aalyamardhotillah32","oke, Pembelian kedua langsung beli yg twin pack Enak bangeet, mudah diblend dan ga ninggalin whitecast. Terima kasih ","5","Positive"
"7/12/2022","a*****2","Tekstur cream, bagus. Cocok Untuk melindungi dari sinar matahari. Cocok buanget , udh habis ber tube tube pkoknya .","5","Positive"
"12/17/2022","a*****0","Beli pas 12.12 worth it bgtttttt nyampenya tepat waktu barangnya bagus oke mantep pokonya lucu banget sukaa terus ini dapet lagiiii aaaa hepi sekali pokonya terimakasih banyak pinkflash nanti aku akan repeat order pokonya pengirimannya juga aman","5","Positive"
"2/13/2022","utyhts12","Beli ini karenaa keracunan tiktok , bagus sih klo menurutku , teksturnya enak cepet meresap kekulit , ga dempul sama sekali , apalagi kulit aku kering biasanya suka ngedempul gituu , wanginya juga enak ga terlalu nyegat , kalo abis pasti repurchase lagi ^^","5","Positive"
"2/1/2022","s*****a","gel ringan, Daya serap sangat cepat, 10/10gtw udg botol keberapa pokonya secinta itu sama sunscreen nya azarine, bnr2 sesuai klaim nya ""for the sunscreen haters"" yang takut lengket kusam klo pake sunscreen, di jamin klo pakenya azarine ga akan terjadi ðŸ˜­ dr jaman sklh selalu berburu sunscreen cari yg sesuai keinginan tapi cm nemu di azarine","5","Positive"
"11/3/2022","y*****4","gentle, Cocok Untuk all skin, Alhamdulillah suka dan nyaman bgt pakenya, cepat meresap dan ada sensasi coolingnya. Affordable juga harganya, worth to buy. InsyaAllah bakalan repeat order. Pengiriman cepat dan packaging juga aman. Semoga tahan sampai seterusnya ya Azarine. Terima kasih, sukses selalu","5","Positive"
"12/20/2022","e*****o","Kental namun lumer di wajah. Utk melindungi wajah dr cahaya matahari. Cocok Untuk Seluruh jenis kulit. Udh repeat order ke sekian kalinya. Suka bgttttt pake sunscreen ini. Gak whitecast sama sekali. Gampang diratain di wajah. Harganya dpt murah krn beli pas flash sale.","5","Positive"
"9/12/2022","r*****d","Cocok Untuk acne prone and oily skin, sangat baikkk, Tube ke 3 dan 4 ku. Sunscreen terenak so far. Ga bikin bruntusan dan jerawatan di kulitku","5","Positive"
"3/11/2022","a*****g","Daya serap cepat, bagussss, gel, Selalu sukaaaaa. Makasih azarine akhirnya aku udah nemu jodoh sunscreen yg selama ini aku cariii exp. 2025 masiii lama bgttt","5","Neutral"
"2/8/2022","megaratnawati95","cair, sangat baik, Terimkasih tim azarine beli 2 pack dapat hadiah serum bahagia banget. Semoga semakin laris dan sukses skin care azarine aamiin","5","Neutral"
"12/4/2022","patrisia_ferren","Creamy dan ringan, Bagus banget, Daily use, Cinta banget sama sunscreennya Azarine ga tau lg. Berkali-kali kepikiran buat ganti sunscreen tp entah knp gak sreg aja, berasa cocok banget soalnya teksturnya ringan, no whitecast, no fragrance, gak bikin kulit minyakan juga.","5","Positive"
"3/8/2022","y*****i","cukup tebal, lumayan cepat meresap, sejauh ini sangat efektif, membantu saya untuk beraktifitas diluar rumah Emang dari pertama brand ini keluar Langsung coba beli Dan ternyata cocok dikulit. Sejauh ini belom ada masalah kulit apapun. Good job zarine","5","Positive"
"9/13/2022","k*****4","enak banget, bagus, semua jenis kulit, ketagihan banget pakai sunscreen ini, kayak pakai moisturizer doang dan gak ada white cast sama sekali","5","Positive"
"1/8/2023","claraaa_95","Kental, Baik, Semua jenis kulit, Seneng banget dapat harga promo dan enak banget pas dipakein ke muka. Thank you Azarine.","5","Positive"
"11/14/2021","ghesya87","cepet menyerap, ringan, sebagai sunscreen mampu berfungsi dengan baik, Aku udah ke 4kalinya beli prodak ini, it's so wonderfull of sunscreen","5","Neutral"
"11/12/2021","andiniaulia03_","cepat menyerap, gel, Efektivitas belum tau dan semoga cocok. Bagus untuk kulit kombinasi/berminyak karena cepat menyerap dan pengiriman nya sangat cepat","5","Positive"
"2/2/2023","m._chelle","tidak lengkett setelah di apply, bagusss banget sih, sunscreen azarine best pokoknyaa , hbs di apply tidak stickyy dan UV protectionnya lumayan juga","4","Neutral"
"7/11/2022","r*****i","Barang sampai dengan saman,sesuai pesanan, dapet harga diskon hehehe. Mantap, jangan lupa pake suncreen ygy","5","Neutral"
"4/24/2022","s*****i","gak thick cepet nyerap, good, Botol pertama udah habis lsg nyetok lagi kebetulan promo akhirnya nemu sunscreen yg cocok utk muka oily. Suka banget sama teksturnya yg gak bikin lengket & gak ninggalin white cast _x008d_","5","Positive"
"11/26/2022","y*****s","cepat menyerap, Cocok Untuk semua jenis kulit, gel, Produk datang sesuai pesanan, pengemasannya aman dengan kardus dan bubblewrap, pengiriman baik.
Terima kasih","5","Positive"
"12/8/2022","d11113033","Cocok Untuk semua jenis kulit, Tekstur gel, good, Masih bertahan dengan produk azarine yg satu ini krna teksturnya yg mirip pelembab, cuma pengirimannya yg mesti sabar nunggu makanya sering order duluan sebelum produk habis","5","Positive"
"6/30/2022","b*****4","Formula mudah menyerap, harga terjangkauâ€¦ selalu pake azarine enak di pake di muka ga berattâ€¦ rekomennâ€¦ produk di segel","5","Positive"
"11/6/2022","n*****8","mantap, Cocok Untuk yg pgn sunscreen berkualitas tapi harganya terjangkau, bagus, Azarine gilakk suka bgt gw, sll repurchase dh kl buat sunscreen","5","Positive"
"1/19/2022","na_da97","Daya serap bagus, bagus, Murah dengan harga segitu udh dapat 2","5","Positive"
"12/19/2022","j*****i","ok, sunscreen, Brg dtg sesuai deskripsi dan pesanan, expired masih 2025, pengiriman cepat dan aman","5","Positive"
"3/24/2022","d*****i","Tekstur gel, Daya serap cepat, mantap, Pakai azarine ini sudah tube ke 2 semoga cocok teruss karena suka texturenya yang nggak berminyak saat dipakai. Terimakasih seller dan terimakasih kurir","5","Positive"
"3/16/2022","niiaraffa","Tekstur cair aga kental, cepat meresap, bagus bgtt nyaman di pakai, Udah secinta itu sm sunscreen azarine ga ada yg bisa gantiin sunscreen ini nyaman di pakai ga lengkett cepat meresap udah yg 8 kali ny pake sunscreen azarine berharap bisa di kirimin yg bnyak sunscreeny sm azarine","5","Positive"
"2/5/2022","p*****o","ringan, cepat menyerap, baik, Paket sampai dengan selamat. Emang udah biasa pake ini dan enak banget dipakenya, gampang nyerap, dan ga bikin minyakan.","5","Positive"
"6/14/2022","irmashinta","Ok, Pembelian di shopee saat ini , barang sesuai deskripsi , harga barangnya lumayan, response penjual cepat , pengirimannya cukup .InshaAllah puas","5","Positive"
"8/18/2022","m*****e","Gel cream, Bagus banget pake titik, Cocok Untuk Kulit wajah, Selalu bagus dan suka sama azarine, ga lengket, nyaman, langsung menyerap ke kulit. Walaupun travel size tapi cukup untuk 1Â½ bulan pemakaian, lebih murah beli 2 jadi sekalian aja deh. Thankyou","5","Positive"
"11/7/2021","e*****_","Mudah meresap, Kental, Lumayan, Bagus paket sampai dengan selamat, kurir ramah juga. Kedua kalinya beli sunscreen azarine semoga tetap cocok yaaa","5","Positive"
"9/13/2022","bintangzunna","Cocok Untuk wajah berminyak, baik, Suka sama ss azarine, Cocok diwajah q yang berminyak. Terimakasih azarine","5","Positive"
"11/12/2022","m*****7","ok, Oke unt kualitas sunscreennya sukak  sdh bbrapa kalo beli disini selalu oke dan cpt bgt dtgnya makasih seller","5","Positive"
"9/15/2022","r*****n","baik, Cocok Untuk semua jenis kulit, Sunscreen nya Lumayan buat wajah yg berjerawat, Tekstur nya ringan dan ga buat whitecast","5","Positive"
"7/14/2022","r*****n","Cocok Untuk semua jenis kulit, baik, produknya ori, kecepatan pengirimannya lumayan, semoga cocok dengan tipe kulit saya. makasih seller","5","Positive"
"2/7/2023","s*****p","baik, dah gak tau lagi pokoknya best, udah abis banyak dari semua sunscreen cuma sunscreen dari azarine yang buat aku jatuh hati, cocok di kulit aku yang sensitif, mudah menyerap di kulit","5","Positive"
"12/3/2022","k*****8","Ringan watery, Bagus, Cocok Untuk:Combination skin, Sunscreen yang ke 7, akhirnya memutuskan untuk beli yg twin, lebih hemat jadinya. Thanks banget buat azarine, tanpa dia gatau mau pake ss apaðŸ¥²Kulitku se sensitive itu, alhamdulillah selalu puas. Tadinya perkiraan pengiriman di bulan Januari tapi ternyata lebih cepat datengnya. Mau coba varian yang lain mudah mudahan cocok. Terima kasih banget seller","5","Positive"
"12/29/2021","dewiarsenio17","Daya serap cepat, blm dicoba sih, gel ringan, Baru pertama pake sunscreen merk ini semoga cocok.. pasti order lg kalo cocok.. packing aman rapi.. terimakasih shopee Abang kurir..","5","Positive"
"9/10/2022","nurlinda34","mudah meresap, Cocok Untuk di paki sehari hari, Tekstur nya gel, tapi cepat meresap ke kulit. Ga bikin kulit jadi abu abu, lebih ke netral. Cocok di pakai untuk sehari hari, ga bikin lengket meskipun ini gel. Sebagus itu azarine cuma emang lama di pengiriman aja","5","Positive"
"4/10/2022","misnarahma.p","good, Belum nyoba, tapi denger2 bagus bgt. Suka krn exp nya masi lama bgt","5","Positive"
"2/6/2023","auliarsydl","bagus, Cocok Untuk kulit berjerawat, Ini udah pembelian ke 3 dan ini worth it banget. Teksturnya awalnya gel, trus pas diaplikasiin jadi watery gituuuu. Dilayer pake bedak pun oke banget. Nggak bikin jadi kayak daki kalo diusap. Rekomen sih. Packagingnya masih disegel, pengirimannya juga cepet. Cuma emang gaada bubble wrapnya aja.. but its okay, barangnya masih aman. Thanks seller!","5","Positive"
"1/1/2022","i*****8","baguuuuus, emang sesuka dan secocok ini sama SS Azarine, di yg satu sudah di unboxing jadi sisa 1 hehe. terima kassihhh","5","Neutral"
"4/20/2022","p*****a","bagus dimuka aku, Daya serap bagus, Sukasuka. Udah cocok banget pakai sunscreen azarine.. pertahanin kualitasnyaaa mbak","5","Positive"
"9/18/2022","j*****1","lembut, bagus, Cocok Untuk wajah, Barang sudah sampai..tidak ada yg rusak..semoga cocok dengan wajah saya...","5","Positive"
"11/15/2022","anatasyaakbar16","baik, melindungi kulit dari sinar matahari, Suka dengan produk ini dah jadi langganan beli sunscreen gel","5","Positive"
"4/9/2022","mantap_sports","tekstur ringan, baik, original, sudah pakai yg ke 10 kali nya, cocok untuk muka aku","5","Positive"
"11/13/2022","y*****i","Performa baik, Cocok Untuk oily skin, Cocok pake sunscreen ini, cepat menyerap dan gak oily","5","Positive"
"8/12/2022","l*****f","gell, sangat baik, Cocok Untuk all skin types, Emang paling the best sunscreen azarine mah, gausah diraguin lg kualitasnya","5","Positive"
"7/23/2022","a*****a","lembut, bagusss, Cocok Untuk semua jenis kulit, bagusssss polll","5","Positive"
